"id","start_number"," category"," team"," liquid_time"," official_time"," class_general"," class_sex"," class_category"," pace"," distance"," substitute"," notes"," athlete_id"," race_id"
1,518603,"M3539","Locamotiva",20081028004627,20081028004827,973,916,166,20081028043800,"10Km",,,1,3
2,523912,"M3034","Locamotiva",20081028004725,20081028004925,1209,1140,242,20081028044400,"10Km",,,2,3
3,512644,"M3034","Locamotiva",20081028005110,20081028005309,2523,2336,482,20081028050700,"10Km",,,4,3
4,507847,"F3034","Locamotiva",20081028005602,20081028005759,5218,548,119,20081028053600,"10Km",,,14,3
5,518601,"M2529","Locamotiva",20081028005836,20081028011043,6871,5954,1136,20081028055100,"10Km",,,5,3
6,523911,"M2529","Locamotiva",20081028011607,20081028012814,14813,10647,2084,20081028073600,"10Km",,,11,3
7,504331,"F3034","Locamotiva",20081028011729,20081028012936,15074,4315,957,20081028074400,"10Km",,,8,3
8,518604,"M3034","Locamotiva",20081028011915,20081028012128,15353,10869,2245,20081028075500,"10Km",,,3,3
9,504332,"F2024","Locamotiva",20081028012017,20081028013224,15526,4591,441,20081028080100,"10Km",,,9,3
10,3915,"M3539","Locamotiva",20081028003939,20081028004429,450,439,73,20081028042400,"9Km",,,1,1
11,3918,"M3034","Locamotiva",20081028004405,20081028004515,1030,965,151,20081028045300,"9Km",,,3,1
12,3914,"M3034","Locamotiva",20081028004827,20081028005317,1812,1643,274,20081028052300,"9Km",,,4,1
13,3910,"M2529","Locamotiva",20081028005038,20081028005528,2240,1985,195,20081028053700,"9Km",,,5,1
14,3911,"M3034","Locamotiva",20081028005224,20081028005717,2626,2268,371,20081028054900,"9Km",,,2,1
15,4789,"F3034","Locamotiva",20081028005230,20081028005721,2650,365,66,20081028055000,"9Km",,,14,1
16,6490,"F3034","ADCMB",20081028005707,20081028005856,3220,320,46,20081028054200,"10Km",,,14,4
17,3908,"M3034","Locamotiva",20081028005652,20081028010142,3575,2936,482,20081028061900,"9Km",,,15,1
18,3913,"M2529","Locamotiva",20081028010712,20081028011201,4738,3579,373,20081028072800,"9Km",,,11,1
19,3912,"F3034","Locamotiva",20081028010812,20081028011303,4785,1190,206,20081028073400,"9Km",,,8,1
20,3909,"F2024","Locamotiva",20081028011250,20081028011738,4966,1291,46,20081028080500,"9Km",,,9,1
21,3145,"M3539","Locamotiva",20081028004317,20081028004352,607,585,123,20081028041900,"10Km",,,1,4
22,3137,"M3034","Locamotiva",20081028005159,20081028005159,2092,1949,304,20081028051100,"10Km",,,3,4
23,3141,"M3034","Locamotiva",20081028005544,20081028005734,2908,2643,417,20081028053400,"10Km",,,2,4
24,3144,"M3034","Locamotiva",20081028005558,20081028010038,2959,2681,425,20081028053500,"10Km",,,4,4
25,3140,"M2529","Locamotiva",20081028005800,20081028010522,3427,3059,309,20081028054800,"10Km",,,5,4
26,3138,"M3034","Locamotiva",20081028011246,20081028012007,5388,4395,684,20081028071600,"10Km",,,15,4
27,3143,"M2529","Locamotiva",20081028011933,20081028012654,5665,4533,434,20081028075700,"10Km",,,11,4
28,3147,"F3539","Locamotiva",20081028012120,20081028013009,5699,1154,198,20081028080800,"10Km",,,17,4
29,2961,"M3539","Locamotiva",20081028003422,20081023003400,221,207,36,20081023041700,"8Km",,,1,2
30,2957,"M3034","Locamotiva",20081028003708,20081023003700,368,344,55,20081023043800,"8Km",,,2,2
31,2965,"M3034","Locamotiva",20081028003735,20081023003800,412,383,65,20081023044100,"8Km",,,3,2
32,2960,"M3034","Locamotiva",20081028004159,20081023004200,763,689,119,20081023051400,"8Km",,,4,2
33,2956,"M2529","Locamotiva",20081028004518,20081023004700,1086,948,100,20081023053900,"8Km",,,5,2
34,2964,"M2024","Locamotiva",20081028005029,20081023005200,1514,1244,69,20081023061800,"8Km",,,6,2
35,2962,"M2529","Locamotiva",20081028005525,20081023005700,1814,1406,156,20081023065500,"8Km",,,7,2
36,2958,"F3034","Locamotiva",20081028005741,20081023005900,1884,445,75,20081023071200,"8Km",,,8,2
37,2953,"F2024","Locamotiva",20081028005741,20081023005900,1885,446,17,20081023071200,"8Km",,,9,2
38,2955,"M2024","Locamotiva",20081028010131,20081023010300,1984,1484,80,20081023074100,"8Km",,,10,2
39,2959,"M2529","Locamotiva",20081028010136,20081023010300,1986,1485,167,20081023074200,"8Km",,,11,2
40,2954,"M2529","Locamotiva",20081028010334,20081023010500,2001,1491,168,20081023075600,"8Km",,,12,2
41,2963,,"Locamotiva",20081117004200,20081117004200,0,0,0,,"8Km",,,13,2
60,"206-1","null","Locamotiva",20081117002631,20081117045149,626,"null",367,,"5.275Km",,,1,5
61,"206-2","null","Locamotiva",20081117002708,20081117045149,626,"null",367,,"5.275Km",,,13,5
62,"206-3","null","Locamotiva",20081117002947,20081117045149,626,"null",367,,"5.275Km",,,5,5
63,"206-4","null","Locamotiva",20081117004223,20081117045149,626,"null",367,,"5.275Km",,,11,5
64,"206-5","null","Locamotiva",20081117003756,20081117045149,626,"null",367,,"5.275Km",,,8,5
65,"206-6","null","Locamotiva",20081117004523,20081117045149,626,"null",367,,"5.275Km",,,23,5
66,"206-7","null","Locamotiva",20081117003510,20081117045149,626,"null",367,,"5.275Km",,,7,5
67,"206-8","null","Locamotiva",20081117003902,20081117045149,626,"null",367,,"5.275Km",,,10,5
68,"207-1","null","Locamotiva",20081117002631,20081117045233,635,"null",376,,"5.275Km",,,3,5
69,"207-2","null","Locamotiva",20081117003318,20081117045233,635,"null",376,,"5.275Km",,,6,5
70,"207-3","null","Locamotiva",20081117005310,20081117045233,635,"null",376,,"5.275Km",,,18,5
71,"207-4","null","Locamotiva",20081117003137,20081117045233,635,"null",376,,"5.275Km",,,20,5
72,"207-5","null","Locamotiva",20081117002708,20081117045233,635,"null",376,,"5.275Km",,,21,5
73,"207-6","null","Locamotiva",20081117003241,20081117045233,635,"null",376,,"5.275Km",,,22,5
74,"207-7","null","Locamotiva",20081117003827,20081117045233,635,"null",376,,"5.275Km",,,24,5
75,"207-8","null","Locamotiva",20081117004134,20081117045233,635,"null",376,,"5.275Km",,,12,5
86,4793,"M3034 ","Locamotiva ",20081124005004,20081124005314,2064,1944,338,,"10Km",,,3,6
87,4788,"M3034 ","Locamotiva ",20081124005019,20081124005412,2108,1984,345,,"10Km",,,4,6
88,4790,"M2529 ","Locamotiva ",20081124005309,20081124005840,2902,2673,344,,"10Km",,,13,6
89,4791,"M3034 ","Locamotiva ",20081124005412,20081124005801,3235,2954,496,,"10Km",,,21,6
90,4789,"M3539 ","Locamotiva ",20081124005749,20081124010319,4287,3821,650,,"10Km","Mauricio de Amorim",,5,6
91,4792,"M2024 ","Locamotiva ",20081124010349,20081124010659,6009,5038,269,,"10Km",,,6,6
92,4785,"F3034 ","Locamotiva ",20081124011055,20081124011548,7198,1460,289,,"10Km",,,8,6
93,4784,"M2529 ","Locamotiva ",20081124011724,20081124012255,7737,6006,772,,"10Km",,,12,6
94,4786,"M2529 ","Locamotiva ",20081124011928,20081124012502,7849,6055,778,,"10Km",,,11,6
95,4783,"F2024 ","Locamotiva ",20081124013212,20081124013704,8124,1952,106,,"10Km","Angélica França ",,23,6
96,3889,"M3034  ","Locamotiva  ",20090119003209,20090119003232,571,539,110,20090119043500,"7Km",,,4,9
97,3885,"M3034 ","Locamotiva ",20090119003229,20090119003344,621,587,122,20090119043800,"7Km",,,2,9
98,3892,"M3034 ","Locamotiva ",20090119003443,20090119003507,964,897,191,20090119045700,"7Km",,,13,9
99,3884,"M3034 ","Locamotiva ",20090119004037,20090119004514,2221,1971,405,20090119054800,"7Km",,,21,9
100,3890,"M2024 ","Locamotiva ",20090119004102,20090119004339,2296,2028,132,20090119055100,"7Km",,,6,9
101,3891,"M2529 ","Locamotiva ",20090119004611,20090119004830,3217,2667,396,20090119063500,"7Km",,,7,9
102,3886,"F3034 ","Locamotiva ",20090119005258,20090119005531,3927,891,204,20090119073400,"7Km",,,8,9
103,3887,"M2529 ","Locamotiva ",20090119005619,20090119005839,4110,3112,470,20090119080200,"7Km",,,11,9
104,3888,"F2529 ","Locamotiva ",20090119005919,20090119010403,4226,1072,161,20090119082800,"7Km",,,23,9
105,5201,"F3034  ","Locamotiva ",20090119004117,20090119004231,2347,282,67,20090119055300,"7Km",,,14,9
106,18431,"M3034  ","Locamotiva  ",20090119011958,20090119012229,4226,"null",688,,"15Km",,,4,8
107,18429,"M3034 ","Locamotiva  ",20090119013029,20090119013422,7399,"null",1136,,"15Km",,,21,8
108,18428,"M2529 ","Locamotiva  ",20090119015132,20090119020745,12519,"null",1317,,"15Km",,,5,8
109,11687,"M3539 ","Locamotiva  ",20090119015917,20090119021059,13439,"null",2210,,"15Km",,,27,8
110,18356,"M2529 ","Locamotiva  ",20090119021407,20090119023020,14118,"null",1505,,"15Km",,,11,8
111,18430,"M2529 ","Locamotiva  ",20090119021647,20090119022742,14163,"null",1510,,"15Km",,,12,8
112,5475,"F3034  ","Locamotiva  ",20090119013817,20090119014958,1030,"null",197,,"15Km",,,14,8
113,11632,"M3034 ","Locamotiva  ",20090119013816,20090119014958,9808,"null",1516,,"15Km",,,2,8
114,1776,"M2529","Locamotiva  ",20090119004755,20090119004755,,,"null",,"10Km",,,11,7
115,1779,"M3034","Locamotiva  ",20090119005027,20090119005027,,,"null",,"10Km",,,3,7
116,1778,"M3034","Locamotiva  ",20090119005340,20090119005340,,,"null",,"10Km",,,21,7
117,1771,"M2529","Locamotiva  ",20090119005643,20090119005643,,,"null",,"10Km",,,13,7
118,1777,"M3034","Locamotiva  ",20090119005959,20090119005959,,,"null",,"10Km",,,2,7
119,1775,"M2529","Locamotiva  ",20090119010428,20090119010428,,,"null",,"10Km",,,5,7
120,1773,"M3034","Locamotiva  ",20090119010555,20090119010555,,,"null",,"10Km",,,4,7
121,1764,"M3034","Locamotiva  ",20090119010625,20090119010625,,,"null",,"10Km",,,25,7
122,1765,"M3539","Locamotiva  ",20090119010707,20090119010707,,,"null",,"10Km",,,1,7
123,1766,"M2529","Locamotiva  ",20090119011047,20090119011047,,,"null",,"10Km",,,7,7
124,1770,"F3034","Locamotiva  ",20090119011310,20090119011310,,,"null",,"10Km",,,8,7
125,1769,"F2024","Locamotiva  ",20090119011830,20090119011830,,,"null",,"10Km",,,20,7
126,1767,"M2529","Locamotiva  ",20090119012304,20090119012304,,,"null",,"10Km",,,12,7
127,1774,"F2024","Locamotiva  ",20090119012655,20090119012655,,,"null",,"10Km",,,9,7
128,1772,"F2024","Locamotiva  ",20090119012858,20090119012858,,,"null",,"10Km",,,23,7
129,1768,"F2529","Locamotiva  ",20090119013251,20090119013251,,,"null",,"10Km",,,29,7
130,3893,"M3034","Locamotiva",19000101004440,19000101004659,2984,2523,528,20090127000622,"7Km",,,22,9
131,4006,"M3034","Locamotiva",20090127005239,20090127005450,,,,,"10Km",,,13,10
132,4003,"M3034","Locamotiva",20090127005255,20090127005501,,,,,"10Km",,,21,10
133,4005,"M3034","Locamotiva",20090127005901,20090127010121,,,,,"10Km",,,5,10
134,4008,"M2529","Locamotiva",20090127010326,20090127011027,,,,,"10Km","Allison",,30,10
135,4011,"M3034","Locamotiva",20090127011105,20090127011513,,,,,"10Km",,,25,10
136,4001,"F3034","Locamotiva",20090127011919,20090127012130,,,,,"10Km",,,8,10
137,4002,"M2529","Locamotiva",20090127012411,20090127012626,,,,,"10Km",,,11,10
138,4004,"F2024","Locamotiva",20090127012413,20090127012626,,,,,"10Km",,,9,10
139,4007,"M3034","Locamotiva",20090127013248,20090127013949,,,,,"10Km",,,31,10
140,0,"M3034","Locamotiva",20090127012524,20090127013130,,,,,"10Km",,,32,10
141,"6Km","M3034","Locamotiva",20090127005400,20090127005400,,,,,"6Km",,,33,10
144,4010,"F2529","Locamotiva",20090202012523,20090202013130,"null",595,72,,"10Km",,,23,10
145,1374,"F3034","Locamotiva ",20090323003629,20090323003629,"null",,,,"10Km",,,8,14
146,1532,"F2529","Locamotiva ",20090323004240,20090323004240,"null",,,,"10Km",,,23,14
147,531,"F3034","Locamotiva ",20090323004241,20090323004241,"null",,,,"10Km",,,29,14
148,2837,"F2529","Locamotiva ",20090323004244,20090323004244,"null",,,,"10Km",,,41,14
149,1690,"F1519","Locamotiva ",20090323004334,20090323004334,"null",,,,"10Km",,,43,14
150,689,"F2024","Locamotiva ",20090323004600,20090323004600,"null",,,,"10Km",,,9,14
151,2094,"F2529","Locamotiva ",20090323004836,20090323004836,"null",,,,"10Km",,,42,14
152,1052,"F2529","Locamotiva ",20090323005124,20090323005124,"null",,,,"10Km",,,44,14
153,1520,"F2529","Locamotiva ",20090323005126,20090323005126,"null",,,,"10Km",,,20,14
154,3151,"M3034  ","Locamotiva  ",20090323011045,20090323011201,2924,2677,419,20090323055300,"12Km",,,21,13
155,3158,"M3034 ","Locamotiva ",20090323011405,20090323011710,3578,3214,524,20090323061000,"12Km",,,13,13
156,3154,"M3034 ","Locamotiva ",20090323011435,20090323011741,3685,3296,541,20090323061200,"12Km",,,2,13
157,3153,"M3034 ","Locamotiva ",20090323012018,20090323012340,4764,4119,693,20090323064100,"12Km",,,5,13
158,3159,"M3034 ","Locamotiva ",20090323013714,20090323014404,6259,5138,862,20090323080600,"12Km","Thiago Oquendo",,34,13
159,3152,"M2024 ","Locamotiva ",20090323013722,20090323014403,6267,5144,177,20090323080600,"12Km",,,36,13
160,3157,"M3034 ","Locamotiva ",20090323014623,20090323014941,6427,5235,882,20090323085100,"12Km","Roberto Reis ",,12,13
161,3155,"M2529 ","Locamotiva ",20090323015310,20090323015627,6477,5260,533,20090323092500,"12Km",,,11,13
162,5095,"F3034  ","TimeDev  ",20090323011629,20090323011935,4081,466,96,20090323062200,"12Km",,,14,13
163,12550,"M3539  ","Locamotiva  ",20090323002431,20090323002713,379,344,39,20090323045400,"5Km",,,1,12
164,12545,"F2529 ","Locamotiva ",20090323003331,20090323003616,2213,522,118,20090323064200,"5Km","Jamila Pereira ",,37,12
165,12552,"M2024 ","Locamotiva ",20090323003510,20090323004229,2684,1928,120,20090323070200,"5Km",,,38,12
166,12546,"F2529 ","Locamotiva ",20090323004151,20090323004443,4191,1683,377,20090323082200,"5Km",,,23,12
167,12543,"F3034 ","Locamotiva ",20090323004328,20090323005459,4420,1846,421,20090323084100,"5Km",,,29,12
168,12544,"F2024 ","Locamotiva ",20090323004419,20090323004924,4520,1918,142,20090323085100,"5Km",,,9,12
169,12547,"M4044 ","Locamotiva ",20090323004618,20090323005750,4709,2649,310,20090323091500,"5Km",,,40,12
170,12549,"F2024 ","Locamotiva ",20090323004945,20090323005822,4944,2239,171,20090323095700,"5Km",,,28,12
171,12551,"F2529 ","Locamotiva ",20090323004945,20090323005821,4946,2241,2241,20090323095700,"5Km",,,41,12
172,12548,"F2529 ","Locamotiva ",20090323003017,20090323003844,1319,211,45,20090323060300,"5Km",,,42,12
173,14357,"M2024  ","Locamotiva  ",20090405002402,20090405002523,171,162,21,20090405042200,"5Km",,,45,15
174,14367,"M2529 ","Locamotiva ",20090405002449,20090405002558,203,193,41,20090405043000,"5Km",,,4,15
175,14366,"M3539 ","Locamotiva ",20090405002513,20090405002538,228,217,29,20090405043500,"5Km",,,1,15
176,14359,"M3034 ","Locamotiva ",20090405002546,20090405002611,261,245,54,20090405044100,"5Km",,,2,15
177,14365,"F2024 ","Locamotiva ",20090405002918,20090405002942,636,63,5,20090405051900,"5Km",,,13,15
178,14358,"M3034 ","Locamotiva ",20090405003151,20090405003317,1031,879,190,20090405054700,"5Km",,,5,15
179,14368,"M3034 ","Locamotiva ",20090405003243,20090405003331,1196,1001,217,20090405055600,"5Km",,,22,15
180,14360,"F3034 ","Locamotiva ",20090405004157,20090405004320,2802,1019,215,20090405073700,"5Km",,,8,15
181,14355,"M2529 ","Locamotiva ",20090405004415,20090405005222,3004,1848,308,20090405080200,"5Km",,,34,15
182,14353,"M3034 ","Locamotiva ",20090405004455,20090405004611,3057,1865,360,20090405081000,"5Km",,,21,15
183,14354,"F3034 ","Locamotiva ",20090405004519,20090405004710,3090,1216,267,20090405081400,"5Km",,,29,15
184,14363,"F2529 ","Locamotiva ",20090405004520,20090405004646,3091,1217,217,20090405081400,"5Km",,,23,15
185,14361,"M2529 ","Locamotiva ",20090405004536,20090405004703,3110,1884,315,20090405081700,"5Km",,,11,15
186,14356,"F2024 ","Locamotiva ",20090405004544,20090405004710,3122,1233,70,20090405081800,"5Km",,,9,15
187,14364,"M4044 ","Locamotiva ",20090405004803,20090405004955,3280,1948,231,20090405084400,"5Km",,,40,15
188,0,"M2529 ","Locamotiva ",20090405004520,20090405004646,0,0,0,20090405081400,"5Km",,,24,15
189,2092,"F3034","Locamotiva",20090509015033,20090509015033,"null",,,,"10Km",,,29,16
190,5527,"M2529","Locamotiva",20090509012730,20090509012730,"null",,,,"10Km",,,34,16
191,5521,"F1519","Locamotiva",20090509015035,20090509015035,"null",,,,"10Km",,,9,16
192,2166,"M2024","Locamotiva",20090509010700,20090509010700,"null",,,,"10Km",,,36,16
193,5526,"M1519","Locamotiva",20090509004635,20090509004635,"null",,,,"10Km",,,45,16
194,0,,"Locamotiva",20090509012300,20090509012300,"null",,,,"10Km",,,24,16
195,5519,"M2529","Locamotiva",20090509010230,20090509010230,"null",,,,"10Km",,,5,16
196,5518,"M3034","Locamotiva",20090509005130,20090509005130,"null",,,,"10Km",,,2,16
197,3150,"F3034","Locamotiva",20090509012447,20090509012447,"null",,,,"10Km",,,8,16
198,5520,"M2024","Locamotiva",20090509012444,20090509012444,"null",,,,"10Km",,,11,16
199,5522,"F2024","Locamotiva",20090509015035,20090509015035,"null",,,,"10Km",,,23,16
200,5517,"M2529","Locamotiva",20090509004826,20090509004826,"null",,,,"10Km",,,4,16
201,2013,"M2024","Locamotiva",20090509010517,20090509010517,"null",,,,"10Km",,,6,16
202,5528,"M2024","Locamotiva",20090509005626,20090509005626,"null",,,,"10Km",,,46,16
203,5529,"M3539","Locamotiva",20090509012913,20090509012913,"null",,,,"10Km",,,40,16
204,5523,"M3034","Locamotiva",20090509005130,20090509005130,"null",,,,"10Km",,,1,16
205,548,"F3034","Locamotiva",20090509011055,20090509011055,"null",,,,"10Km",,,14,16
206,5525,"M2024","Locamotiva",20090509011518,20090509011518,"null",,,,"10Km",,,7,16
207,0,,"Locamotiva",20090509012100,20090509012100,"null",,,,"10Km",,,32,16
208,0,"F3034","Locamotiva",,,,,,,"10Km",,,13,16
209,5524,"M2529","Locamotiva",20090509010830,20090509010830,"null",,,,"10Km",,,22,16
210,5338,"M2024","Locamotiva",20090509010919,20090509010919,"null",,,,"10Km",,,38,16
211,5784,"M3034","Locamotiva",20090510012554,20090510012853,4551,,,,"10Km",,,12,17
212,5786,"M3034","Locamotiva",20090510010954,20090510011725,3859,2854,658,20090510000659,"10Km",,,8,17
213,5788,"F3034","Locamotiva",20090510005738,20090510010134,1734,1511,361,,"10Km",,,13,17
214,5789,"M3034","Locamotiva",20090510005243,20090510005638,864,799,189,20090510000516,"10Km",,,2,17
215,5790,"M3034","Locamotiva",20090510010600,20090510011000,3355,,,,"10Km",,,5,17
216,4936,"F3034","Locamotiva",20090510010408,20090510010804,3044,618,155,,"10Km",,,14,17
217,5785,"M2529","Locamotiva",20090510012627,20090510013026,4561,3194,600,,"10Km",,,11,17
218,5787,"M2024","Locamotiva",20090510011206,20090510011604,4093,2981,173,,"10Km",,,38,17
219,2843,"F3034","Locamotiva",20090510003704,20090510003704,2518,1176,302,,"5Km",,,21,18
220,618,"M3034","Locamotiva",20090510002912,20090510002912,569,437,106,,"5Km",,,22,18
221,619,"F2529","Locamotiva",20090510003218,20090510003218,1159,"null","null",,"5Km",,,48,18
222,620,"M3034","Locamotiva",20090510003944,20090510003944,3121,"null",330,,"5Km",,,37,18
223,622,"F2529","Locamotiva",20090510004625,20090510004625,3873,"null","null",,"5Km",,,23,18
224,623,"M2529","Locamotiva",20090510002836,20090510002836,488,"null","null",,"5Km",,,34,18
225,624,"F2529","Locamotiva",20090510003514,20090510003514,1983,810,205,,"5Km",,,50,18
226,625,"F2529","Locamotiva",20090510004625,20090510004625,3871,"null","null",,"5Km",,,44,18
227,626,"M4044","Locamotiva",20090510004313,20090510004313,3620,1634,211,,"5Km",,,40,18
228,627,"F2024","Locamotiva",20090510003944,20090510003944,3119,"null","null",,"5Km",,,49,18
229,628,"F2024","Locamotiva",20090510004000,20090510004000,3169,"null","null",,"5Km",,,9,18
230,641,"F3034","Locamotiva",20090510003902,20090510003902,2984,1510,386,,"5Km",,,29,18
231,617,"M3539","Locamotiva",20090510002230,20090510002230,59,46,5,20090510043000,"5Km",,,1,18
232,4328,"M2024 ","Locamotiva",20090510005222,20090510005715,1471,1298,55,20090510051400,"10Km",,,45,19
233,4330,"M3034  ","Locamotiva",20090510005001,20090510005155,1126,993,173,20090510050000,"10Km",,,4,19
234,4331,"M2529 ","Locamotiva",20090510005810,20090510010208,2571,2226,260,20090510054900,"10Km",,,46,19
235,5020,"F3034  ","Locamotiva",20090510005743,20090510010002,2481,330,59,20090510054600,"10Km",,,2,19
236,4332,"M2024 ","Locamotiva",20090510011644,20090510012337,4628,3614,160,20090510074000,"10Km",,,48,19
237,4333,"M3034 ","Locamotiva",20090510010148,20090510010407,3208,2732,465,20090510061000,"10Km",,,13,19
238,4334,"M3034 ","Locamotiva",20090510005301,20090510005407,1601,1409,238,20090510051800,"10Km",,,3,19
239,13217,"F2529  ","Locamotiva",20090510004642,20090510005227,888,205,29,20090510105100,"4.3Km",,,23,20
240,13218,"M3539  ","Locamotiva",20090510004427,20090510005227,770,652,96,20090510102000,"4.3Km",,,47,20
241,5000,,"Locamotiva",20090510003200,20090510003200,0,0,0,,"5Km",,,32,18
